Country,Sex,ageStart,ageGroup,ageLabel,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Poland,Males,55,55-59,From 55 to 59 years,756735,742630,794521,877336,973092,1069583,1174259,1231346,1273194,1302953,1348628,1375590,1389263,1399449,1400881,1392110,1354691,1307965,1252331
Poland,Males,60,60-64,From 60 to 64 years,774440,762397,743728,718592,698946,682613,671598,720091,796106,883282,985403,1083267,1138638,1178940,1208421,1235153,1261270,1276249,1287505
Poland,Males,65,65-69,From 65 to 69 years,702433,690633,683276,676724,672282,668012,659541,644559,623780,607856,599483,591305,638193,709282,789877,871331,957857,1007541,1044978
Poland,Males,70,70-74,From 70 to 74 years,523409,541526,559742,571259,569858,566500,559808,556608,552652,551162,550630,545892,536850,521490,510547,503547,497772,539442,600701
Poland,Males,75,75-79,From 75 to 79 years,313579,329005,341983,351032,364356,381580,398679,414627,425276,426090,424649,422891,423599,424216,425566,426621,424999,419557,408931
Poland,Males,80,80-84,From 80 to 84 years,119777,133319,146556,165040,184201,195299,207321,216979,224505,235446,246820,260560,273530,282498,285105,287704,288300,291250,293207
Poland,Males,85,85,85 years or over,95257,92575,89159,86211,82803,86752,93904,100846,110084,119648,124916,135400,144498,153502,165281,178537,191500,204050,213051
Poland,Total,1,1-4,From 1 to 4 years,2047625,1984868,1919827,1864285,1821176,1794481,1780631,1789721,1823446,1888342,1991466,2047019,2049697,2037240,1979311,1926441,1883878,1881467,1897382
Poland,Total,5,5-9,From 5 to 9 years,2540485,2428903,2320034,2221448,2129304,2045472,1982614,1916603,1860557,1816833,1795892,1786504,1801086,1848216,1924750,1998406,2044860,2055401,2046161
Poland,Total,10,10-14,From 10 to 14 years,2993815,2880680,2799363,2718531,2629691,2537284,2425930,2316036,2216875,2124265,2031782,1971042,1912251,1857415,1814664,1789943,1780117,1795455,1843246
Poland,Total,15,15-19,From 15 to 19 years,3333705,3342370,3317404,3231176,3105666,2980474,2869283,2788120,2708279,2620293,2520030,2411237,2301999,2205323,2110235,2024374,1963253,1905208,1850599
Poland,Total,20,20-24,From 20 to 24 years,3082277,3128737,3145696,3197046,3267200,3306759,3316027,3286045,3199455,3076737,2887696,2804633,2742021,2672816,2591796,2507493,2398531,2289902,2194530
Poland,Total,25,25-29,From 25 to 29 years,2683065,2772495,2870280,2940830,3004459,3062053,3108329,3118350,3167759,3235993,3173183,3171110,3148276,3078203,2973869,2875535,2792010,2732215,2664508
Poland,Total,30,30-34,From 30 to 34 years,2388990,2403327,2439382,2501586,2574485,2664952,2754543,2848700,2917552,2979069,3013122,3048517,3052135,3087044,3135528,3153719,3150947,3131458,3061736
Poland,Total,35,35-39,From 35 to 39 years,2625628,2532760,2467821,2418806,2383295,2366347,2381574,2416039,2477916,2549502,2621216,2712128,2807549,2879824,2934460,2985913,3019957,3026097,3061457
Poland,Total,40,40-44,From 40 to 44 years,3165318,3076974,2962633,2827019,2699133,2585935,2495806,2431224,2383482,2348640,2325435,2338299,2372621,2430841,2502674,2589437,2679347,2776151,2849028
Poland,Total,45,45-49,From 45 to 49 years,3042422,3090482,3111210,3125609,3124164,3093469,3008379,2895621,2763545,2638943,2528382,2441030,2379062,2334350,2299127,2284280,2297498,2333383,2392061
Poland,Total,50,50-54,From 50 to 54 years,2373653,2602592,2729876,2823182,2887801,2942361,2990847,3011548,3025271,3023035,3013721,2928231,2821436,2692197,2569838,2460176,2376686,2319007,2277147
Poland,Total,55,55-59,From 55 to 59 years,1619718,1587323,1695398,1865382,2063265,2264454,2483272,2604139,2692941,2755210,2824762,2876908,2898139,2915623,2913850,2890758,2810764,2710407,2589297
Poland,Total,60,60-64,From 60 to 64 years,1722531,1696669,1652405,1595956,1549650,1511521,1483997,1586823,1747187,1932727,2136305,2344534,2462303,2546823,2607714,2659433,2709884,2733162,2752175
Poland,Total,65,65-69,From 65 to 69 years,1636276,1608166,1594237,1578248,1571319,1561704,1541930,1503698,1453753,1412937,1381199,1356932,1456489,1609702,1784722,1963067,2154130,2263567,2343022
Poland,Total,70,70-74,From 70 to 74 years,1351597,1379636,1407762,1429916,1421430,1412374,1394241,1388098,1377657,1375706,1367885,1353813,1325702,1283485,1249824,1225948,1205175,1296343,1434021
Poland,Total,75,75-79,From 75 to 79 years,911533,963950,1003730,1021565,1046576,1078008,1108817,1136793,1159727,1157442,1152910,1144336,1144604,1142413,1145040,1144795,1136696,1116102,1082638
Poland,Total,80,80-84,From 80 to 84 years,385136,421934,464111,528421,593328,634259,676796,709565,727288,751181,778003,806224,833082,854294,857640,862317,860729,867151,869716
Poland,Total,85,85,85 years or over,359529,352089,341028,329525,318666,331928,354039,378356,412951,449021,479880,520221,555340,586726,622814,663579,702747,740488,767963
Portugal,Females,1,1-4,From 1 to 4 years,266055,266010,269709,272472,273496,270894,266718,263564,258740,255101,250918,244507,239726,235191,226794,219556,212541,208528,207697
Portugal,Females,5,5-9,From 5 to 9 years,271659,267829,265478,264602,263648,266803,271001,272278,272560,271839,267758,258588,255094,250707,247499,243995,242372,239685,235896
Portugal,Females,10,10-14,From 10 to 14 years,284869,282265,280170,280312,279512,276719,273338,270096,268509,267459,271007,275394,273416,270730,268258,263204,257902,255811,252153
Portugal,Females,15,15-19,From 15 to 19 years,345987,337921,324572,310757,300064,290040,285901,284277,284330,283674,281288,277737,273453,269874,267655,270305,274313,273137,271609
Portugal,Females,20,20-24,From 20 to 24 years,394671,390654,381273,372466,362697,352376,336869,323098,309908,300409,292602,289778,288074,283936,279329,274078,269745,265609,265025
Portugal,Females,25,25-29,From 25 to 29 years,395039,401742,410014,415279,413898,406068,397174,383818,371560,360022,349698,334228,321381,305380,294052,283713,278985,275467,274677
Portugal,Females,30,30-34,From 30 to 34 years,379947,379387,384593,391411,397990,406480,414319,420106,422677,419088,410001,399022,383396,367851,354864,343514,328388,314611,302128
Portugal,Females,35,35-39,From 35 to 39 years,384853,390222,392486,393602,392922,390170,390325,393872,399716,406154,415113,422760,426522,426001,419465,407829,396016,380557,367436
Portugal,Females,40,40-44,From 40 to 44 years,361392,367866,375944,382535,387642,394630,397618,399077,399476,398779,396620,397097,399264,403385,407787,414550,420702,423942,424312
Portugal,Females,45,45-49,From 45 to 49 years,344872,350583,352954,356455,362575,367200,372270,379956,386118,391398,398926,402333,402348,400834,398136,394231,393565,396311,401199
Portugal,Females,50,50-54,From 50 to 54 years,326899,330534,337234,345665,345127,348333,352639,354802,358100,364442,369497,374990,381485,386266,389827,395614,397715,398173,397399
Portugal,Females,55,55-59,From 55 to 59 years,289912,299313,307071,313760,323599,328231,330719,337187,345484,345246,349073,353767,354952,357129,362045,365700,370295,377007,382087
Portugal,Females,60,60-64,From 60 to 64 years,299209,294967,289033,286703,287062,289789,298171,305432,311999,322217,327290,330326,335968,342929,341359,343883,347595,349242,352044
Portugal,Females,65,65-69,From 65 to 69 years,287844,292147,295193,294038,293049,293120,288766,283100,280872,281658,285011,293862,300662,306265,315208,319110,321490,327471,334640
Portugal,Females,70,70-74,From 70 to 74 years,250962,255173,258058,264688,268674,273181,276337,279910,279338,279128,280014,276571,271125,268813,269095,271970,279964,286597,292550
Portugal,Females,75,75-79,From 75 to 79 years,198492,202954,209130,213573,217909,220766,225518,229770,236856,241963,247301,251413,255071,254893,254484,255344,252245,247797,246352
Portugal,Females,80,80-84,From 80 to 84 years,121762,124253,129972,136120,144604,153607,157696,164233,169188,174627,177892,183441,188327,194673,200297,205596,209298,213101,214259
Portugal,Females,85,85,85 years or over,100448,110496,112411,112814,111253,112543,117796,123617,128161,133571,139725,153364,161697,166735,173127,178964,186690,194071,201872
Portugal,Males,1,1-4,From 1 to 4 years,284042,283543,287124,290308,291373,288223,283539,279141,273077,268170,262493,255047,250223,245774,236689,230243,223824,219716,217865
Portugal,Males,5,5-9,From 5 to 9 years,286625,284346,282636,281087,279927,282002,285929,286553,287550,286315,281447,273423,268433,263163,259934,255773,252333,250319,246716
Portugal,Males,10,10-14,From 10 to 14 years,298016,294897,294375,293980,292885,291111,288455,285356,283399,282101,284370,288214,286008,284636,282680,277470,271860,268357,263569
Portugal,Males,15,15-19,From 15 to 19 years,358662,351663,338731,324889,313853,303392,298901,297755,296888,295167,292970,289407,285437,281332,279815,282068,286050,285028,284302
Portugal,Males,20,20-24,From 20 to 24 years,403893,399290,390219,378989,369734,360044,345738,332709,320029,308587,299195,294246,292447,287948,284075,279030,275387,272947,272265
Portugal,Males,25,25-29,From 25 to 29 years,397673,404998,413258,416632,413873,405381,394939,381679,368655,356187,344969,328394,316114,301518,291690,282792,278464,276452,274790
Portugal,Males,30,30-34,From 30 to 34 years,373950,375806,382078,387819,392277,399000,405864,410616,412695,406879,396956,382947,365735,348419,335909,325138,311641,300227,289672
Portugal,Males,35,35-39,From 35 to 39 years,370980,376141,379175,379610,380029,378292,379098,382728,388216,392444,398779,404751,404797,401801,392010,378921,365654,350696,337482
Portugal,Males,40,40-44,From 40 to 44 years,345519,354092,361939,367128,371385,377206,378886,380124,380210,380332,379027,379550,380465,381976,381254,382724,386387,387780,387741
Portugal,Males,45,45-49,From 45 to 49 years,325821,330846,333344,338024,343946,348118,354182,360529,365464,369880,375975,377868,376018,372681,368528,362975,361242,362673,365910
Portugal,Males,50,50-54,From 50 to 54 years,299192,306187,315171,322954,322825,325084,327869,329293,333584,339536,344096,350510,354921,357444,358307,360486,359846,358709,356250
Portugal,Males,55,55-59,From 55 to 59 years,257609,265529,272417,278389,287636,294771,300090,308172,315649,315690,318131,320909,321094,323624,326984,328851,333424,337798,340474
Portugal,Males,60,60-64,From 60 to 64 years,258800,256013,251254,249532,249141,250876,256800,262691,268386,277595,284884,290506,297981,304154,302513,303012,304260,304151,307055
Portugal,Males,65,65-69,From 65 to 69 years,237994,242512,244094,242408,242669,242968,240081,235267,233936,234302,236721,242817,248090,252747,260717,267226,272256,279324,285246
Portugal,Males,70,70-74,From 70 to 74 years,190759,194455,198759,204413,207752,211173,214072,215971,215296,216697,217854,216068,212125,210824,210967,213226,218674,223647,228953
Portugal,Males,75,75-79,From 75 to 79 years,138105,142122,145248,147318,149869,151406,154774,159723,165577,169587,173768,177446,179950,180088,181633,182721,181742,178883,178645
Portugal,Males,80,80-84,From 80 to 84 years,72359,75075,79597,83429,87843,93332,95730,98612,100968,103806,105620,109633,115077,120014,124110,128377,131773,134204,135091
Portugal,Males,85,85,85 years or over,44151,48943,49955,50431,50312,51343,53866,57476,60168,62964,66490,71807,75522,77554,80205,82633,86692,91545,95666
Portugal,Total,1,1-4,From 1 to 4 years,550097,549553,556833,562780,564869,559117,550257,542705,531817,523271,513411,499554,489949,480965,463483,449799,436365,428244,425562
Portugal,Total,5,5-9,From 5 to 9 years,558284,552175,548114,545689,543575,548805,556930,558831,560110,558154,549205,532011,523527,513870,507433,499768,494705,490004,482612
Portugal,Total,10,10-14,From 10 to 14 years,582885,577162,574545,574292,572397,567830,561793,555452,551908,549560,555377,563608,559424,555366,550938,540674,529762,524168,515722
Portugal,Total,15,15-19,From 15 to 19 years,704649,689584,663303,635646,613917,593432,584802,582032,581218,578841,574258,567144,558890,551206,547470,552373,560363,558165,555911
Portugal,Total,20,20-24,From 20 to 24 years,798564,789944,771492,751455,732431,712420,682607,655807,629937,608996,591797,584024,580521,571884,563404,553108,545132,538556,537290
Portugal,Total,25,25-29,From 25 to 29 years,792712,806740,823272,831911,827771,811449,792113,765497,740215,716209,694667,662622,637495,606898,585742,566505,557449,551919,549467
Portugal,Total,30,30-34,From 30 to 34 years,753897,755193,766671,779230,790267,805480,820183,830722,835372,825967,806957,781969,749131,716270,690773,668652,640029,614838,591800
Portugal,Total,35,35-39,From 35 to 39 years,755833,766363,771661,773212,772951,768462,769423,776600,787932,798598,813892,827511,831319,827802,811475,786750,761670,731253,704918
Portugal,Total,40,40-44,From 40 to 44 years,706911,721958,737883,749663,759027,771836,776504,779201,779686,779111,775647,776647,779729,785361,789041,797274,807089,811722,812053
Portugal,Total,45,45-49,From 45 to 49 years,670693,681429,686298,694479,706521,715318,726452,740485,751582,761278,774901,780201,778366,773515,766664,757206,754807,758984,767109
Portugal,Total,50,50-54,From 50 to 54 years,626091,636721,652405,668619,667952,673417,680508,684095,691684,703978,713593,725500,736406,743710,748134,756100,757561,756882,753649
Portugal,Total,55,55-59,From 55 to 59 years,547521,564842,579488,592149,611235,623002,630809,645359,661133,660936,667204,674676,676046,680753,689029,694551,703719,714805,722561
Portugal,Total,60,60-64,From 60 to 64 years,558009,550980,540287,536235,536203,540665,554971,568123,580385,599812,612174,620832,633949,647083,643872,646895,651855,653393,659099
Portugal,Total,65,65-69,From 65 to 69 years,525838,534659,539287,536446,535718,536088,528847,518367,514808,515960,521732,536679,548752,559012,575925,586336,593746,606795,619886
Portugal,Total,70,70-74,From 70 to 74 years,441721,449628,456817,469101,476426,484354,490409,495881,494634,495825,497868,492639,483250,479637,480062,485196,498638,510244,521503
Portugal,Total,75,75-79,From 75 to 79 years,336597,345076,354378,360891,367778,372172,380292,389493,402433,411550,421069,428859,435021,434981,436117,438065,433987,426680,424997
Portugal,Total,80,80-84,From 80 to 84 years,194121,199328,209569,219549,232447,246939,253426,262845,270156,278433,283512,293074,303404,314687,324407,333973,341071,347305,349350
Portugal,Total,85,85,85 years or over,144599,159439,162366,163245,161565,163886,171662,181093,188329,196535,206215,225171,237219,244289,253332,261597,273382,285616,297538
Romania,Females,1,1-4,From 1 to 4 years,557014,556217,537454,534719,532655,530632,527051,526438,515981,512045,511175,510258,503467,486498,468139,465536,462313,472157,482222
Romania,Females,5,5-9,From 5 to 9 years,618815,591235,565859,558030,555020,551277,543508,540095,524641,516039,513517,512792,513878,515324,517637,519735,518230,503275,489399
Romania,Females,10,10-14,From 10 to 14 years,856435,829380,780283,764975,753850,741540,678896,672949,601714,538789,534587,531920,531399,525514,518591,512751,509871,510978,512151
Romania,Females,15,15-19,From 15 to 19 years,826113,804533,796191,794914,793891,789303,725911,716189,635515,561477,549280,540949,537560,532483,530436,527784,528495,521849,512585
Romania,Females,20,20-24,From 20 to 24 years,959355,951326,867255,837169,827862,819434,775740,772618,717555,675164,670373,662793,653940,613003,572563,543468,520733,511384,502434
Romania,Females,25,25-29,From 25 to 29 years,887925,895733,839793,830718,832795,827829,779259,774126,705960,647306,640342,636470,638142,650339,667814,672750,655438,617754,575102
Romania,Females,30,30-34,From 30 to 34 years,870691,934994,957131,942636,927911,921114,872815,872273,808667,758357,753925,752616,745501,713643,678046,652464,633783,621888,631238
Romania,Females,35,35-39,From 35 to 39 years,652038,624311,593159,601042,611887,617255,683008,684392,717332,764404,758145,756360,757311,766555,777315,766047,755782,735042,703181
Romania,Females,40,40-44,From 40 to 44 years,819699,787716,733669,717316,707819,698635,747290,739404,788504,851628,854246,856891,863937,810464,756950,743374,737659,740273,750374
Romania,Females,45,45-49,From 45 to 49 years,800934,812557,812744,809695,805217,795408,727814,715815,629183,554186,546029,538966,528716,608475,687244,746992,796773,836828,784138
Romania,Females,50,50-54,From 50 to 54 years,651114,706009,723756,734496,735376,732514,733081,730803,712603,705356,696238,687770,669824,626817,588354,557845,531567,511518,589863
Romania,Females,55,55-59,From 55 to 59 years,577643,550528,552918,555504,556112,559014,634001,634711,695771,767030,763342,762308,760318,757430,749870,724655,685871,645323,604181
Romania,Females,60,60-64,From 60 to 64 years,670203,662189,627831,620198,614318,608624,629822,626571,641629,666746,667657,671112,676509,703998,717171,714224,723496,727749,723605
Romania,Females,65,65-69,From 65 to 69 years,609341,605853,608863,608067,605584,601765,575891,569021,535618,507614,502350,498592,496853,505810,529631,567926,613965,636610,662156
Romania,Females,70,70-74,From 70 to 74 years,505868,515487,510866,514067,511134,507772,520721,517997,526694,542066,538190,534563,526593,503033,476301,461312,442433,449333,457535
Romania,Females,75,75-79,From 75 to 79 years,359656,375006,378565,379332,378188,375969,402793,400416,424022,451458,448042,445205,446476,447294,456419,460188,455478,439463,423146
Romania,Females,80,80-84,From 80 to 84 years,135397,148538,168357,174798,177228,177678,217030,215855,253327,294286,292437,291948,291604,303525,306038,312404,312866,323487,326513
Romania,Females,85,85,85 years or over,117203,115481,114603,110926,109448,109446,130552,130834,151550,174466,174399,174597,176861,188389,202740,214118,226099,236861,247559
Romania,Males,1,1-4,From 1 to 4 years,587679,587121,566866,564237,562183,560292,557253,556677,545448,541902,540571,539580,532598,514404,495136,491666,490000,499029,509145
Romania,Males,5,5-9,From 5 to 9 years,649725,622370,593264,585373,582396,578490,572015,568489,553295,545614,543114,542390,542502,544245,547181,549332,546172,532361,518409
Romania,Males,10,10-14,From 10 to 14 years,889899,861131,813249,797352,785959,773676,710064,703656,631083,567527,563103,560579,560405,553624,547925,542064,540126,539224,541153
Romania,Males,15,15-19,From 15 to 19 years,859159,837292,837197,834166,832550,827433,761675,751075,668094,591391,579458,570577,564558,558872,556990,553519,554991,552981,540482
Romania,Males,20,20-24,From 20 to 24 years,1003555,991277,908023,869792,859683,851459,812960,810026,760921,722780,716421,708720,696449,660668,620499,585245,559011,536128,524285
Romania,Males,25,25-29,From 25 to 29 years,914261,929703,879080,860158,861435,856856,809126,803198,736871,680711,673549,668740,670368,694200,724596,732741,701838,673853,633267
Romania,Males,30,30-34,From 30 to 34 years,898392,962172,982808,958934,945087,939405,892460,892573,832545,784447,780234,778715,768829,743184,714280,690134,671831,670354,684044
Romania,Males,35,35-39,From 35 to 39 years,660796,634165,602060,605437,615445,620008,691167,692196,734189,790081,785115,784269,784196,798886,810551,796511,783245,764677,737386
Romania,Males,40,40-44,From 40 to 44 years,809045,779351,728926,708818,700453,692245,753038,746286,809670,885576,887045,889105,895345,846024,796810,781476,777605,777730,788247
Romania,Males,45,45-49,From 45 to 49 years,776141,786449,785592,778482,772896,763434,706770,695957,624198,562757,555573,549784,541458,631016,719080,783163,838278,882317,827251
Romania,Males,50,50-54,From 50 to 54 years,614923,666805,681868,689625,689235,685460,692817,689041,678999,680380,671517,663279,648962,615597,586576,561247,540238,525874,611299
Romania,Males,55,55-59,From 55 to 59 years,517725,493374,496693,500400,501378,503834,574500,574375,631842,698410,694031,691680,690034,690675,687883,669221,640353,609309,577647
Romania,Males,60,60-64,From 60 to 64 years,564795,555458,526553,520205,515581,511027,532044,530133,546232,570709,571397,574075,577441,599938,613025,611203,621431,628866,627282
Romania,Males,65,65-69,From 65 to 69 years,490180,485883,484485,483611,481302,478222,456623,451546,423640,400391,396524,393541,392482,401958,421500,453432,489855,506929,525592
Romania,Males,70,70-74,From 70 to 74 years,377835,384895,379966,381432,378193,375067,377847,375497,374921,379028,376369,373854,368478,352934,336603,329105,315777,323631,332889
Romania,Males,75,75-79,From 75 to 79 years,226784,241793,247578,249572,249532,248327,264009,261913,275661,291221,288412,286318,285583,283885,287013,287638,283847,273968,264824
Romania,Males,80,80-84,From 80 to 84 years,73868,80206,91044,94521,95673,96176,121868,121829,146312,172843,171852,171250,169972,176899,178079,180313,179840,184412,183615
Romania,Males,85,85,85 years or over,65279,63919,58934,56792,55866,55734,65597,65529,75273,86105,86124,86493,87447,94471,102325,109064,115295,120935,126432
Romania,Total,1,1-4,From 1 to 4 years,1144693,1143338,1104320,1098956,1094838,1090924,1084304,1083115,1061429,1053947,1051746,1049838,1036065,1000902,963275,957202,952313,971186,991367
Romania,Total,5,5-9,From 5 to 9 years,1268540,1213605,1159123,1143403,1137416,1129767,1115523,1108584,1077936,1061653,1056631,1055182,1056380,1059569,1064818,1069067,1064402,1035636,1007808
Romania,Total,10,10-14,From 10 to 14 years,1746334,1690511,1593532,1562327,1539809,1515216,1388960,1376605,1232797,1106316,1097690,1092499,1091804,1079138,1066516,1054815,1049997,1050202,1053304
Romania,Total,15,15-19,From 15 to 19 years,1685272,1641825,1633388,1629080,1626441,1616736,1487586,1467264,1303609,1152868,1128738,1111526,1102118,1091355,1087426,1081303,1083486,1074830,1053067
Romania,Total,20,20-24,From 20 to 24 years,1962910,1942603,1775278,1706961,1687545,1670893,1588700,1582644,1478476,1397944,1386794,1371513,1350389,1273671,1193062,1128713,1079744,1047512,1026719
Romania,Total,25,25-29,From 25 to 29 years,1802186,1825436,1718873,1690876,1694230,1684685,1588385,1577324,1442831,1328017,1313891,1305210,1308510,1344539,1392410,1405491,1357276,1291607,1208369
Romania,Total,30,30-34,From 30 to 34 years,1769083,1897166,1939939,1901570,1872998,1860519,1765275,1764846,1641212,1542804,1534159,1531331,1514330,1456827,1392326,1342598,1305614,1292242,1315282
Romania,Total,35,35-39,From 35 to 39 years,1312834,1258476,1195219,1206479,1227332,1237263,1374175,1376588,1451521,1554485,1543260,1540629,1541507,1565441,1587866,1562558,1539027,1499719,1440567
Romania,Total,40,40-44,From 40 to 44 years,1628744,1567067,1462595,1426134,1408272,1390880,1500328,1485690,1598174,1737204,1741291,1745996,1759282,1656488,1553760,1524850,1515264,1518003,1538621
Romania,Total,45,45-49,From 45 to 49 years,1577075,1599006,1598336,1588177,1578113,1558842,1434584,1411772,1253381,1116943,1101602,1088750,1070174,1239491,1406324,1530155,1635051,1719145,1611389
Romania,Total,50,50-54,From 50 to 54 years,1266037,1372814,1405624,1424121,1424611,1417974,1425898,1419844,1391602,1385736,1367755,1351049,1318786,1242414,1174930,1119092,1071805,1037392,1201162
Romania,Total,55,55-59,From 55 to 59 years,1095368,1043902,1049611,1055904,1057490,1062848,1208501,1209086,1327613,1465440,1457373,1453988,1450352,1448105,1437753,1393876,1326224,1254632,1181828
Romania,Total,60,60-64,From 60 to 64 years,1234998,1217647,1154384,1140403,1129899,1119651,1161866,1156704,1187861,1237455,1239054,1245187,1253950,1303936,1330196,1325427,1344927,1356615,1350887
Romania,Total,65,65-69,From 65 to 69 years,1099521,1091736,1093348,1091678,1086886,1079987,1032514,1020567,959258,908005,898874,892133,889335,907768,951131,1021358,1103820,1143539,1187748
Romania,Total,70,70-74,From 70 to 74 years,883703,900382,890832,895499,889327,882839,898568,893494,901615,921094,914559,908417,895071,855967,812904,790417,758210,772964,790424
Romania,Total,75,75-79,From 75 to 79 years,586440,616799,626143,628904,627720,624296,666802,662329,699683,742679,736454,731523,732059,731179,743432,747826,739325,713431,687970
Romania,Total,80,80-84,From 80 to 84 years,209265,228744,259401,269319,272901,273854,338898,337684,399639,467129,464289,463198,461576,480424,484117,492717,492706,507899,510128
Romania,Total,85,85,85 years or over,182482,179400,173537,167718,165314,165180,196149,196363,226823,260571,260523,261090,264308,282860,305065,323182,341394,357796,373991
Slovakia,Females,1,1-4,From 1 to 4 years,142136,137725,133810,130485,128189,126998,126911,128433,130246,133131,136306,137847,141265,142176,141772,140436,139479,138609,140404
Slovakia,Females,5,5-9,From 5 to 9 years,178745,169827,162529,154463,146887,141947,138798,134751,131298,128967,127816,127611,128961,130618,133224,135903,138106,141974,143024
Slovakia,Females,10,10-14,From 10 to 14 years,201513,197525,195467,190899,185846,179531,171079,162218,154535,146947,142127,139156,135204,131573,129169,127925,127504,128779,130466
Slovakia,Females,15,15-19,From 15 to 19 years,219004,217664,216751,212845,209004,203855,198651,194495,190066,185402,179194,170802,161972,154499,147103,142218,139214,135190,131573
Slovakia,Females,20,20-24,From 20 to 24 years,233622,230949,229837,227013,223236,218997,217182,214598,211185,207580,202811,197816,194440,190165,185952,179737,171326,162478,154985
Slovakia,Females,25,25-29,From 25 to 29 years,206337,211827,220173,224729,227726,229316,228054,225737,223067,219595,215718,214240,212350,209811,206449,202244,198001,194699,190512
Slovakia,Females,30,30-34,From 30 to 34 years,182243,179500,180588,185672,193461,201551,209298,216422,221258,224234,225782,224320,222680,220375,216771,213351,212596,210544,208298
Slovakia,Females,35,35-39,From 35 to 39 years,193957,192150,190201,187301,182882,179724,178172,178930,183885,191449,199307,206863,214151,219302,222034,223380,221954,220048,217426
Slovakia,Females,40,40-44,From 40 to 44 years,207503,202438,197779,193240,191206,191566,190380,188001,185234,181156,178042,176564,177609,182609,190108,197900,205362,212237,217047
Slovakia,Females,45,45-49,From 45 to 49 years,206195,208919,210182,209551,208230,204351,199836,195220,190643,188625,189127,188011,185760,183317,179368,176337,175144,176142,180905
Slovakia,Females,50,50-54,From 50 to 54 years,163693,174897,184623,191550,196662,201904,205069,206441,205957,204579,200740,196285,191900,187616,185846,186537,185443,183149,180775
Slovakia,Females,55,55-59,From 55 to 59 years,137278,138424,139748,145912,153506,159441,169796,180312,186926,192014,197004,200157,201663,201220,199887,196188,192035,187915,183675
Slovakia,Females,60,60-64,From 60 to 64 years,121160,123082,124089,126902,128642,131749,132407,134347,140470,147762,153582,163627,174038,180534,185724,190581,193483,194987,194548
Slovakia,Females,65,65-69,From 65 to 69 years,119147,117763,114153,111802,111624,112615,114447,117167,119764,121656,124651,125250,127076,133052,140074,145973,155651,165455,171798
Slovakia,Females,70,70-74,From 70 to 74 years,106967,107628,106931,107862,107097,105828,104535,102705,101124,101093,102275,104252,107128,109847,111976,114877,115461,117302,122843
Slovakia,Females,75,75-79,From 75 to 79 years,86731,88203,87468,86787,86302,86656,87781,88526,89587,89350,88818,87929,86868,85779,86486,88046,90302,93142,95801
Slovakia,Females,80,80-84,From 80 to 84 years,31794,35791,43122,50771,57975,60152,61326,61478,61131,61372,62213,63392,64458,65674,66083,66242,66028,65866,65550
Slovakia,Females,85,85,85 years or over,35506,31959,29579,27335,25269,27480,29351,32744,36000,39152,41351,43151,45047,46690,48863,51146,53081,55143,56976
Slovakia,Males,1,1-4,From 1 to 4 years,149494,144911,140838,137229,134788,134057,134185,135434,137457,140427,144101,145059,148283,149592,148884,146838,146796,145996,147542
Slovakia,Males,5,5-9,From 5 to 9 years,187663,177608,170340,162439,154367,149373,146150,142016,138197,135733,135114,135090,136203,138053,140893,143930,145231,148912,150374
Slovakia,Males,10,10-14,From 10 to 14 years,209823,206274,203986,199441,194652,187812,178655,170131,162588,154638,149747,146793,142656,138564,135983,135149,134927,135958,137891
Slovakia,Males,15,15-19,From 15 to 19 years,228762,227577,226530,221418,217214,211971,206882,202337,198191,193846,187275,178300,169923,162493,154805,149772,146755,142564,138410
Slovakia,Males,20,20-24,From 20 to 24 years,241822,240254,238802,236301,232995,229017,226805,224056,219681,215767,210537,205463,201764,197760,193893,187508,178639,170276,162797
Slovakia,Males,25,25-29,From 25 to 29 years,212883,218038,227430,233493,237192,238664,238611,236038,233910,231070,227201,224809,222714,218682,214638,209940,205716,202208,198363
Slovakia,Males,30,30-34,From 30 to 34 years,186246,183086,184973,190349,198519,207662,215986,224832,231684,236002,237534,237304,234936,232586,229150,225648,224152,222075,218193
Slovakia,Males,35,35-39,From 35 to 39 years,198227,194158,191824,189104,184769,181972,181317,183092,188895,197432,206663,214987,223969,230799,234570,235935,235819,233239,230894
Slovakia,Males,40,40-44,From 40 to 44 years,208902,203763,199529,194750,192651,192804,191371,189045,186837,182957,180390,179963,182113,187621,196086,205226,213541,222224,228727
Slovakia,Males,45,45-49,From 45 to 49 years,203102,204319,205488,205535,204443,201586,198447,194575,190335,188841,189283,187860,185815,183798,179988,177702,177516,179698,185074
Slovakia,Males,50,50-54,From 50 to 54 years,151918,163609,173711,181183,186904,192576,195671,197315,197672,196767,194079,191131,187860,184000,182903,183578,182529,180720,178886
Slovakia,Males,55,55-59,From 55 to 59 years,116698,117914,119389,126310,134299,141532,152569,163233,170396,176021,181415,184653,186235,186823,186221,183831,181239,178482,175069
Slovakia,Males,60,60-64,From 60 to 64 years,94544,96821,97649,100131,102332,105167,105661,108317,114800,122429,129074,139287,149196,156028,161392,166676,169809,171581,172407
Slovakia,Males,65,65-69,From 65 to 69 years,86149,84948,81618,79820,79462,80183,82185,84637,86855,89134,91772,92323,94698,100625,107689,113985,123182,132158,138343
